title,marks,condition,category,height,width,length,weight,create_date,target_group,is_painting_hint,is_icon_hint,is_coin_hint,is_doc_hint
Благовещение (название изначальное)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия    Период оригинала: 17 век,"Стиль: Темпера ?    Размеры: В. 64, Ш. 47.5 (приблизительно)    Ссылка на каталоги / инвентари: Размеры: по аналогии с другими иконами из этого ряда, см. Источники.",NA,ИКОНА,64,47.5,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,1,0
Сретение (название изначальное) ; Принесение Христа во храм (название придуманное)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия    Период оригинала: 17 век,"Стиль: Темпера ?    Размеры: В. 64, Ш. 47.5 (приблизительно)    Ссылка на каталоги / инвентари: Размеры: по аналогии с другими иконами из этого ряда, см. Источники.",NA,ИКОНА,64,47.5,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,1,0
Вход в Иерусалим  (название употребляемое); Вход Христа в Иерусалим (название изначальное)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия    Период оригинала: 17 век,"Стиль: Темпера ?    Размеры: В. 64, Ш. 47.5 (приблизительно)    Ссылка на каталоги / инвентари: Размеры: по аналогии с другими иконами из этого ряда, см. Источники.",NA,ИКОНА,64,47.5,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,1,0
"Сошествие во ад / Воскресение Христово(название двойное, название изначальное); Воскресение Христово (название употребляемое)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия    Период оригинала: 17 век","Стиль: Темпера ?    Размеры: В. 64, Ш. 47.5 (приблизительно)    Ссылка на каталоги / инвентари: Размеры: по аналогии с другими иконами из этого ряда, см. Источники.",NA,ИКОНА,64,47.5,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,1,0
"Спаситель ,  Христос Спаситель (название старое); Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное); Спас Вседержитель (название придуманное)    В русском оригинале (переводе): Пантократор (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век","Размеры: В. 76, Ш. 37 (доска) ?",NA,ИКОНА,76,37,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
Распятие Христа (название изначальное)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия    Период оригинала: 17 век,"Стиль: Темпера ?    Размеры: В. 64, Ш. 47.5 (приблизительно)    Ссылка на каталоги / инвентари: Размеры: по аналогии с другими иконами из этого ряда, см. Источники.",NA,ИКОНА,64,47.5,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,1,0
Вознесение Господне (название употребляемое); Вознесение Христово (название изначальное)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия    Период оригинала: 17 век,"Стиль: Темпера ?    Размеры: В. 64, Ш. 47.5 (приблизительно)    Ссылка на каталоги / инвентари: Размеры: по аналогии с другими иконами из этого ряда, см. Источники.",NA,ИКОНА,64,47.5,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,1,0
Рождество Богородицы (название изначальное); Рождество Богоматери (название употребляемое)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия    Период оригинала: 17 век,"Стиль: Темпера ?    Размеры: В. 64, Ш. 47.5 (приблизительно)    Ссылка на каталоги / инвентари: Размеры: по аналогии с другими иконами из этого ряда, см. Источники.",NA,ИКОНА,64,47.5,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,1,0
Святые  Анна Пророчица и Симеон Богоприимец (название предполагаемое); Анна и Симеон (название придуманное)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия    Период оригинала: 17 век,"Стиль: Темпера ?    Размеры: В. 64, Ш. 47.5 (приблизительно)    Ссылка на каталоги / инвентари: Размеры: по аналогии с другими иконами из этого ряда, см. Источники.",NA,ИКОНА,64,47.5,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,1,0
Анна и Симеон (название придуманное); Сретение (название предполагаемое)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия    Период оригинала: 17 век,"Стиль: Темпера ?    Размеры: В. 64, Ш. 47.5 (приблизительно)    Ссылка на каталоги / инвентари: Размеры: по аналогии с другими иконами из этого ряда, см. Источники.",NA,ИКОНА,64,47.5,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,1,0
Введение во храм (название употребляемое); Введение во храм Девы Марии (название изначальное); Введение во храм Пресвятой Богородицы (название старое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век; 18 век,"Стиль: Темпера ?    Размеры: В. 100, Ш. 78 (доска)",NA,ИКОНА,100,78,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
Вход в Иерусалим (название употребляемое); Вход Христа в Иерусалим (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век; 18 век,"Стиль: Темпера ?    Размеры: В. 93, Ш. 73 (доска)",NA,ИКОНА,93,73,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
Седмица (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 17 век,"Стиль: Темпера ?    Размеры: В. 48.5, Ш. 40 (доска)",NA,ИКОНА,48.5,40,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
Седмица (название употребляемое); Сошествие во ад / Воскресение (название предполагаемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 17 век,"Стиль: Темпера ?    Размеры: В. 48.5, Ш. 40 (доска)",NA,ИКОНА,48.5,40,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
"Седмица (название употребляемое); Моление (название изначальное); Деисус со Святыми(название придуманное)    В русском оригинале (переводе): Деисус (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 17 век","Стиль: Темпера ?    Размеры: В. 48.5, Ш. 40 (доска)",NA,ИКОНА,48.5,40,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
Неопалимая купина (название изначальное); Богоматерь Неопалимая Купина (название придуманное); Богоматерь Неопалимая Купина и предстоящие Ангел Хранитель  и Святая Екатерина (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 1 четверть 19 век,"Стиль: Дерево: доска со шпонками    Размеры: В. 33, Ш. 23. 6 (доска)    Ссылка на каталоги / инвентари: Описание изображения: более подробно см. Источники.  Состояние: одна шпонка утрачена; икона слегка вогнута; частичная утрата левкаса и красочного слоя.",NA,ИКОНА,33,23,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
Богородица (название употребляемое)    Автор: Аноним    Школа / Место издания: Россия    Период оригинала: 4 четверть 17 век,"Размеры: В. 76, Ш. 37 (доска)",NA,ИКОНА,76,37,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
"Богоматерь (название старое); Богоматерь из Деисуса ( (название придуманное); Богоматерь в Молении (название последнее)    В русском оригинале (переводе): Деисус (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век","Размеры: В. 134, Ш. 46 (доска)",NA,ИКОНА,134,46,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
Вознесение Господне (название употребляемое); Вознесение Христово (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век; 18 век,"Стиль: Темпера ?    Размеры: В. 100, Ш. 80 (доска)",NA,ИКОНА,100,80,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
Благовещение (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век; 18 век,"Стиль: Темпера ?    Размеры: В. 100, Ш. 77 (доска)",NA,ИКОНА,100,77,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
Преполовение (название изначальное); Иисус Христос проповедует в храме (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век; 18 век,"Стиль: Темпера ?    Размеры: В. 100, Ш. 78 (доска)",NA,ИКОНА,100,78,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
"Сошествие во ад / Воскресение Христово (название двойное, название изначальное); Сошествие во ад (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век; 18 век","Стиль: Темпера ?    Размеры: В. 100, Ш. 79 (доска)",NA,ИКОНА,100,79,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
Нечаянная Радость Богородицы (название употребляемое); Нечаянная Радость (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,"Стиль: Дерево: шпонки; Ткань: паволока; Красный: темно-бардовый фон иконы с Богоматерью,  одежда младенца; Золотистый: нимб; Желтый: общий фон иконы; Зеленый: одежда Святого    Размеры: В. 35.4, Ш. 30.2 (доска)    Характер подписи: ? (внизу, на желтом фоне, черными буквами)    Ссылка на каталоги / инвентари: Состояние: 2 шпонки утрачены; устрата левкаса и красочного слоя.",NA,ИКОНА,35.4,30.2,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,1,1
Неопалимая купина (название изначальное); Богоматерь Неопалимая Купина и Пророки (название придуманное); Богоматерь Неопалимая Купина и Святые Евагелисты (название предполагаемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,"Стиль: Ткань: паволока; Золочение: фон    Размеры: В. 31, Ш. 25.5 (доска)",NA,ИКОНА,31,25.5,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
Неопалимая купина (название изначальное); Богоматерь Неопалимая Купина и Пророки (название придуманное); Богоматерь Неопалимая Купина и Святые Евагелисты (название предполагаемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,"Стиль: Ткань: паволока; Золочение: фон    Размеры: В. 31, Ш. 25.5 (доска)",NA,ИКОНА,31,25.5,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
Рождество Христово (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,"Стиль: Темпера ?    Размеры: В. 99, Ш. 79 (доска) / В. 99, Ш. 78 (доска)",NA,ИКОНА,99,79,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
"Архангел Михаил (название употребляемое); Архангел Михаил из Деисуса (название придуманное);  Архангел Михаил в Молении (название последнее)    В русском оригинале (переводе): Деисус (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век","Размеры: В. 135, Ш. 41 (доска)",NA,ИКОНА,135,41,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
Святой Апостол Лука Евагелист (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 1 половина 18 век,"Стиль: Темпера ?    Размеры: В. 56, Ш. 45 (доска)    Ссылка на каталоги / инвентари: Ярославо-Ростовский ИАМЗ: № 81(без фото)    Ссылка на каталоги / инвентари: Фото: см. Комментарий.  Состояние: доска - фрагмент распиленной створы.",NA,ИКОНА,56,45,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,0
Минея на сентябрь (название придуманное); Избранные святые и Праздники (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,"Стиль: Дерево: одна струганная доска, скрепленная 2-мя разносторонними врезными шпонками.    Размеры: В. 33.6, Ш. 28 (доска)    Характер подписи: [МЦЪ СЕПТЕБРИ] (верхнее поле); [имена Святых] (в клеймах)    Ссылка на каталоги / инвентари: Описание изображения: кроме Святых есть Праздники / сцены ?, требуется уточнение.  Состояние: загрязнение; часть доски отпилена по верхнему и нижнему полю.",NA,ИКОНА,33.6,28,NA,NA,2016-06-14T12:44:21+03:00,ICON,0,1,0,1
Минея на октябрь (название придуманное); Избранные святые (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,"Стиль: Дерево: одна струганная доска, скрепленная 2-мя разносторонними врезными шпонками.    Размеры: В. 33.8, Ш. 27.8 (доска)    Характер подписи: [МЦЪ ОКТЯБРЬ] (верхнее поле); [имена Святых] (в клеймах)    Ссылка на каталоги / инвентари: Состояние: загрязнение; часть доски отпилена по верхнему и нижнему полю.",NA,ИКОНА,33.8,27.8,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
Минея на ноябрь (название придуманное); Избранные святые (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,"Стиль: Дерево: одна струганная доска, скрепленная 2-мя разносторонними врезными шпонками.    Размеры: В. 33.6, Ш. 27.7 (доска)    Характер подписи: [МЦЪ НОЯБРЬ] (верхнее поле); [имена Святых] (в клеймах)    Ссылка на каталоги / инвентари: Состояние: загрязнение; часть доски отпилена по верхнему и нижнему полю.",NA,ИКОНА,33.6,27.7,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
Никола Можайский (название придуманное); Святой Николай Чудотворец (название изначальное);  Святой Николай Чудотворец Можайский и Предстоящие Святые (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век ?; 19 век ?,"Размеры: В. 31, Ш. 25.6 (доска)    Ссылка на каталоги / инвентари: Состояние: доска потрескалась, покоробилась; частичная утрата левкаса и красочного слоя.",NA,ИКОНА,31,25.6,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,0
Спас Вседержитель с мучениками Александром и Фастом (название придуманное); Иисус Христос Вседержитель и Святые Александр Куштский и Фауст Вологодские чудотворецы (название предполагаемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,"Стиль: Золочение: фон,  роспись хитона, нимб (крещатый, буквы в виде черневого орнамента);  Дерево: врезные шпонки    Размеры: В. 17, Ш. 14.3 (доска)    Характер подписи: [IC XC / ГДЬ ВСЕДЕРЖИТЕЛЬ] (по сторонам нимба)    Ссылка на каталоги / инвентари: Состояние: заменена шпонка врезная: набиты 2 дополнительные планки.",NA,ИКОНА,17,14.3,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
"Преображение Господа нашего Иисуса Христа (кириллица, название записано, лицевая сторона, верхнее поле/титл); Преображение Христа (название придуманное)    На языке оригинала: The Transfiguration of Christ  (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век","Стиль: Дерево: 2 доски, липа, скрепленные 2-мя врезными, простыми, встречными шпонками    Размеры: В. 87, Ш. 53 (доска)    Характер подписи: см. Название    Ссылка на каталоги / инвентари: Состояние: следы дополнительного грунта на лицевой стороне по трещине, в левом верхнем углу на поле; после реставрации.",NA,ИКОНА,87,53,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
"Богоявление Иисуса Христа (название изначальное, кириллица, название записано, лицевая сторона); Крещение Господне (название старое); Крещение Иисуса Христа (название употребляемое)    На языке оригинала: The Baptism of Christ (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век","Стиль: Золочение: нимбы; Дерево: 2 доски, липа. скрепленные простыми врезными встречными шпонками    Размеры: В. 86, Ш. 54 (доска); Об. 6 нимбов    Характер подписи: см. Название    Ссылка на каталоги / инвентари: Состояние: по торцам доски скреплены коваными железными скобами; после реставрации.",NA,ИКОНА,86,54,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
Минея на март (название придуманное); Избранные святые (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,"Стиль: Дерево: одна струганная доска, скрепленная 2-мя разносторонними врезными шпонками.    Размеры: В. 38.8, Ш. 27.7 (доска)    Характер подписи: [МЦЪ МАРТЪ] (верхнее поле); [имена Святых] (в клеймах)    Ссылка на каталоги / инвентари: Состояние: загрязнение; часть доски отпилена по верхнему и нижнему полю.",NA,ИКОНА,38.8,27.7,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
Минея на май (название придуманное); Избранные святые и Праздники (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,"Стиль: Дерево: одна струганная доска, скрепленная 2-мя разносторонними врезными шпонками.    Размеры: В. 33.6, Ш. 28 (доска)    Характер подписи: [МЦЪ МАИ] (верхнее поле); [имена Святых] (в клеймах)    Ссылка на каталоги / инвентари: Описание изображения: кроме Святых есть Праздники / сцены ?, требуется уточнение.  Состояние: загрязнение; часть доски отпилена по верхнему и нижнему полю.",NA,ИКОНА,33.6,28,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
Минея на август (название придуманное); Избранные святые и Праздники (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,"Стиль: Дерево: одна струганная доска, скрепленная 2-мя разносторонними врезными фигурными шпонками.    Размеры: В. 33.6, Ш. 27.8 (доска)    Характер подписи: [МЦЪ АВГУСТЪ] (верхнее поле); [имена Святых] (в клеймах)    Ссылка на каталоги / инвентари: Описание изображения: кроме Святых есть Праздники / сцены ?, требуется уточнение.  Состояние: загрязнение; часть доски отпилена по верхнему и нижнему полю.",NA,ИКОНА,33.6,27.8,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
Минея на февраль (название придуманное); Избранные святые (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,"Стиль: Дерево: одна струганная доска, скрепленная 2-мя разносторонними врезными шпонками.    Размеры: В. 33.8, Ш. 27.8 (доска)    Характер подписи: [МЦЪ ФЕВРАЛЬ] (верхнее поле); [имена Святых] (в клеймах)    Ссылка на каталоги / инвентари: Состояние: загрязнение; часть доски отпилена по верхнему и нижнему полю.",NA,ИКОНА,33.8,27.8,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
"Воскрешение Лазаря (название употребляемое); Лазарь, воскресший из мертвых (название придуманное)    На языке оригинала: Lazarus raised from the dead (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век","Стиль: Дерево: 2 доски, липа, скрепленные 2-мя простыми врезными встречными шпонками;    Размеры: В. 86, Ш. 55, Т. 3 (доска)    Характер подписи: [Воскреси Господь раба своего праведного Лазаря] (верхнее поле, черная)    Ссылка на каталоги / инвентари: Состояние: после реставрации.",NA,ИКОНА,86,55,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
"Святая Троица (кириллица, название записано, лицевая сторона, верхнее поле/титл); Троица (название употребляемое); Явление Аврааму трех ангелов (название изначальное)    На языке оригинала: Three angels visiting Abraham (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век","Стиль: Дерево: 3 доски, липа, 2 врезные, простые, встречные шпонки    Размеры: В. 86, Ш. 53 (доска) ?    Характер подписи: см. Название; 8 (О. правый верхний угол, карандаш); 10 (О. средняя часть, процарапана); 48РХ (О. верняя часть, на бумажной наклейке)    Ссылка на каталоги / инвентари: Состояние: на стыках досок имеются щели; доски в нескольких местах потрескались; на обороте в средней части процарапаны 9 поперечных линий; после реставрации.  В последнем источнике не указаны размеры.",NA,ИКОНА,86,53,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
Сошествие во ад / Воскресение Христово и Праздники со Страстями (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 16 век; 17 век,"Стиль: Дерево: 3 доски, 2 поперечные шпонки    Размеры: В. 140, Ш. 99 (доска)    Ссылка на каталоги / инвентари: Фото: см. Источники.  В источнике: 19 клейм , т.е. 18 клейм и Троица.  Состояние: потемнение олифы, особенно в среднике; шелушение красочного слоя с многочисленными осыпями; в левом нижнем углу (14 /12 / 13 клеймо) пробная расчистка.",NA,ИКОНА,140,99,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,0
Никола Зарайский с житием (название придуманное); Святой Николай Чудотворец Зарайский с житием (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: середина 16 век; 16 век,"Стиль: Дерево: 3 доски, скрепленные 2-мя врезными (поздними) шпонками (односторонними несквозными);  Круг: 2 дробницы в среднике ( Христос, Богоматерь)    Размеры: В. 124, Ш. 95 (доска)    Характер подписи: Богдан, Михайлов сын, Куксин племянник    Характер подписи: [Святой / Николае] (по сторонам нимба, красная); [Лета 7061 постов святого Николу с деянием Богдан (?) Михайлов сын Куксин племянник] (О. под верхней шпонкой, резная); 1920 / 1906 / 1915 августа 6 (О. на нижней шпонке, карандаш); ЯМЗ ( О. средняя доска с. , типографский шрифт, краска светлая ?, над чертой), 41536/ик-416 ( О. средняя и правая доска с. , типографский шрифт, краска светлая ?, начало под чертой); Н ( О. на стыке средней и право доски , с. над маркировкой типографский шрифт, краска светлая ?)    Ссылка на каталоги / инвентари: Состояние: потемнение олифы; осыпи красочного слоя на клеймах и полях; внизу слева (клейма 12 и 13) пробная расчистка; доски с оборота сбиты рейками  ? по верхнему  и по нижнему краю (см. фото).",NA,ИКОНА,124,95,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
Муза (название изначальное)    Автор: Врубель Михаил Александрович (художник)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,"Стиль: Квадрат почти.    Размеры: В. 106, Ш. 96 (без обрамления, живописная поверхность)    Ссылка на каталоги / инвентари: ВРУБЕЛЬ, с. 38",NA,ЖИВОПИСЬ,106,96,NA,NA,2016-06-14T12:44:22+03:00,ART,0,0,0,0
Свадьба в Помпее (название изначальное)    Автор: Бакалович Степан Владиславович (художник)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,"Стиль: Дерево:  паркетаж; Прямоугольник горизонтальный    Размеры: В. 66.2, Ш. 98.8 (живописная поверхность?, доска ?)    Характер подписи: ST. BAKALOWICZ    Характер подписи: Рим ; Санкт-Петербург (О.)    Характер подписи: PINXIT. ROMAE ( AE- лигатура). MDCCCXCIX ( П. типографский шрифт ?, кисть? краска?) { ПИСАЛ. РИМ. 1899 }; Бакалович С.В. / № 47 Свадьба в Помпеъ / по каталогу 7й выставки кар [...] / СПетербургъ 1899 ( О. бумажная наклейка, рука неизвестного, ?)    Ссылка на каталоги / инвентари: ОХ СпБ / 7 выставка, № 27 (47)    Ссылка на каталоги / инвентари: Фото:  Эк - 6698 ( имеется в Департаменте).  В источнике не содержатся сведения о характере подписи и надписей ( техника, материал, шрифт), состоянии, не уточняется размер.",NA,ЖИВОПИСЬ,66.2,98.8,NA,NA,2016-06-14T12:44:22+03:00,ART,0,1,0,1
"Сретение Господа Бога нашего Иисуса Христа (кириллица, название записано, лицевая сторона, верхнее поле/титл); Принесение Христа во храм (название придуманное)    На языке оригинала: The Presentation of Christ in the Temple (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век","Стиль: Дерево: 2 доски, липа, скрепленные 2-мя простыми, врезными, встречными шпонками    Размеры: В. 86, Ш. 53 (доска); Ш. 9 (поля)    Характер подписи: см. Название    Ссылка на каталоги / инвентари: Состояние: многочисленные следы заделки гвоздей на полях; после реставрации.",NA,ИКОНА,86,53,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
"Вход в Иерусалим Иисуса Христа (кириллица, название записано, лицевая сторона, верхнее поле); Вход Христа в Иерусалим (название изначальное)    На языке оригинала: The Entry of Christ into Jerusalem (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век","Стиль: Дерево: 2 доски, липа, скрепленные 2-мя врезными простыми шпонками    Размеры: В. 82, Ш. 52 (доска); В. 86, Ш. 52 (доска)    Характер подписи: см. Название; 7 (О. под верхней шпонкой, процарапанная)    Ссылка на каталоги / инвентари: Состояние: 7 параллельных насечек на обороте, под верхней шпонкой, ниже цифры ""7""; на стыке досок утраты дерева, внизу на стыке досок щель заделана; после реставрации.",NA,ИКОНА,82,52,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
Богоматерь Одигитрия Тихвинская в Житии (название придуманное); Чедеса иконы Богоматери Тихвинской (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век ?; 18 век ?,"Стиль: Золочение: фон    Размеры: В. 27, Ш. 73 (фрагмент, доска ?) ?; В. 25, Ш. 73 (фрагмент, доска ?)    Характер подписи: ? (киноварные)    Ссылка на каталоги / инвентари: Фото: 2.3./521-1 от НЦБ ИП; 2.3./521-2 от музея.  Состояние: доска опилена по бокам.  ",NA,ИКОНА,27,73,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,1
"Путеводительница / Богохранимая (название изначальное); Божия Матерь Тихвинская (название старое); Богоматерь Одигитрия Тихвинская (название придуманное)    В русском оригинале (переводе): Одигитрия (греческий, название изначальное)    Автор: Аноним (список); Аноним (ювелир)    Школа / Место издания: Россия    Период оригинала: 19 век","Стиль: Темпера?; С окладом: см. сл. стр.; С ризой: Жемчуг ( шитье ?)    Размеры: В. 32, Ш. 27 (в окладе)",NA,ИКОНА,32,27,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,0
Святой Николай (название употребляемое); Святой Николай Чудотворец (название изначальное); Николай Угодник (название старое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,"Размеры: В. 89, Ш. 62 (доска)",NA,ИКОНА,89,62,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,0
"Сестра Эдварда Берн-Джонса (название в переводе); Сестра художника Эдуарда Берн-Джонса (название предполагаемое)    На языке оригинала: Edward Burn - Jhone's  sister (название записано, оборотная сторона)    Автор: Фентель (приписано) ?; Пентер Даниэль (художник, приписано) ?    Школа / Место издания: Австрия, Венгрия, Германия, Англия / Великобритания ?, Франция ? (с оригинала)    Период оригинала: 3 четверть 19 век (копия)","Размеры: В. 63, Ш. 46 (доска, в обрамлении ?)    Характер подписи: DPenther    Характер подписи: 1869 (П.); Edward Burn - Jhone's  sister ( О., карандаш, процарапана)    Ссылка на каталоги / инвентари: Фото: Эк -  6440 ( 1 ед.)  В источнике информации не содержатся сведения о цветах , характере подписи, состоянии  (предположительно, овальная доска подрезана слева и справа на ширину кайма/ рамки)",NA,ЖИВОПИСЬ,63,46,NA,NA,2016-06-14T12:44:22+03:00,ART,0,1,0,1
Распятие Спасителя с предстоящими (название старое); Распятие Христа (название изначальное); Распятие Христа и Предстоящие Святые (название употребляемое)    Автор: Аноним (список)    Школа / Место издания: Россия,"Стиль: Темпера ?; Без оклада/ризы/басмы ?; Прямоугольник вертикальный    Размеры: В. 30, Ш. 23 (доска ?)    Ссылка на каталоги / инвентари: В источнике не содержатся сведения о датировке, технике, материалах, надписях.",NA,ИКОНА,30,23,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,0
"Спаситель ,  Христос Спаситель (название старое); Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное); Спас Вседержитель (название придуманное)    В русском оригинале (переводе): Пантократор (греческий, название изначальное)    Автор: Аноним (список)    Школа / Место издания: Россия","Стиль: Темпера ?; Прямоугольник вертикальный    Размеры: В. 33, Ш. 25 (в окладе ?)    Ссылка на каталоги / инвентари: В источнике не содержатся сведения о датировке, технике, материалах, надписях.",NA,ИКОНА,33,25,NA,NA,2016-06-14T12:44:22+03:00,ICON,0,1,0,0
